prompt,generated_text,predicted_token,accepted_predictions,correct_prediction,language
"Idiom:
Den som har gjeld, er aldri","Idiom:
Den som har gjeld, er aldri verst stedt.
",verst,['sorglaus'],False,nno
"Idiom:
Den som har noko å selje, får og noko å","Idiom:
Den som har noko å selje, får og noko å messe.
Apropos","messe.
Apropos",['telje'],False,nno
"Idiom:
Den som hjelper i naud, hjelper to","Idiom:
Den som hjelper i naud, hjelper to gonger.
Ingenting","gonger.
Ingenting",['gonger'],False,nno
"Idiom:
Den som ikkje får ride, fell heller ikkje av","Idiom:
Den som ikkje får ride, fell heller ikkje av hesten, sa svensken.",hesten,['hesten'],True,nno
"Idiom:
Den som ikkje spør, blir ikkje visare enn","Idiom:
Den som ikkje spør, blir ikkje visare enn han var før.",han,['før'],False,nno
"Idiom:
Den som ingenting vågar, han ingenting","Idiom:
Den som ingenting vågar, han ingenting vinn.",vinn,['vinn'],True,nno
"Idiom:
Den som kjenner sin eigen dårskap, er på veg mot","Idiom:
Den som kjenner sin eigen dårskap, er på veg mot visdom. [K",visdom,['visdom'],True,nno
"Idiom:
Den som kviskrar, han","Idiom:
Den som kviskrar, han lyg.
Feil ord","lyg.
Feil",['lyg'],False,nno
"Idiom:
Den som ler sist ler","Idiom:
Den som ler sist ler best Den som har minst",best,['best'],True,nno
"Idiom:
Den som lite veit, han lite","Idiom:
Den som lite veit, han lite gløymer. (Den",gløymer,['gløymer'],True,nno
"Idiom:
Den som lite vågar, han lite","Idiom:
Den som lite vågar, han lite vann.
:,:","vann.
",['vinn'],False,nno
"Idiom:
Den som lyg, kan stele; og den som stel, kan","Idiom:
Den som lyg, kan stele; og den som stel, kan lyge.
Irsk","lyge.
Irsk",['lyge'],False,nno
"Idiom:
Den som lærer ti handverk, han kan ikkje eitt til","Idiom:
Den som lærer ti handverk, han kan ikkje eitt til gagns.
- Ein","gagns.
",['gagns'],False,nno
"Idiom:
Den som sjeldan ror ut, får sjeldan","Idiom:
Den som sjeldan ror ut, får sjeldan fangst, og den som",fangst,['fisk'],False,nno
"Idiom:
Den som skal gjete, lyt ha auga med","Idiom:
Den som skal gjete, lyt ha auga med seg.
Det var ein f","seg.
Det",['seg'],False,nno
"Idiom:
Den som skal lyge, skal ha godt","Idiom:
Den som skal lyge, skal ha godt minne. (Austland,",minne,['minne'],True,nno
"Idiom:
Den som sparer hendene, får og spare","Idiom:
Den som sparer hendene, får og spare tennene.
No har","tennene.
No",['tennene'],False,nno
"Idiom:
Den som talar sanning, vinn over","Idiom:
Den som talar sanning, vinn over fienden sin; men",fienden,['djevelen'],False,nno
"Idiom:
Den som teier,","Idiom:
Den som teier, samtykkjer.
Lita","samtykkjer.
Lita",['samtykkjer'],False,nno
"Idiom:
Den som vil freden nyte, må ikkje freden","Idiom:
Den som vil freden nyte, må ikkje freden bryte. Det kan se",bryte,['bryte'],True,nno
"Idiom:
Den som vil ha kjernen, skal først bite","Idiom:
Den som vil ha kjernen, skal først bite kjerringa.
En venn","kjerringa.
En",['skalet'],False,nno
"Idiom:
Den som vil på havet, skal ikkje ro","Idiom:
Den som vil på havet, skal ikkje ro ikring land.
Når ein",ikring,['hardt'],False,nno
"Idiom:
Den som vil sleikje i alle fat, får kjenne mang ein","Idiom:
Den som vil sleikje i alle fat, får kjenne mang ein smak.",smak,['smak'],True,nno
"Idiom:
Den som vil smake på alt, han får både surt og","Idiom:
Den som vil smake på alt, han får både surt og salt.
Bot og bet","salt.
Bot",['salt'],False,nno
"Idiom:
Den som vågar, han anten vinn eller","Idiom:
Den som vågar, han anten vinn eller vinn.
Den som er på","vinn.
Den",['tapar'],False,nno
"Idiom:
Den talar mest som minst","Idiom:
Den talar mest som minst förstår.
Moria land","förstår.
Moria",['veit'],False,nno
"Idiom:
Der dygda vantar, er venleiken lite","Idiom:
Der dygda vantar, er venleiken lite verd.
Då eg vart","verd.
Då",['verd'],False,nno
"Idiom:
Der ein pløyer grunt, vil det vekse","Idiom:
Der ein pløyer grunt, vil det vekse tynt.
Der det er","tynt.
Der",['tunt'],False,nno
"Idiom:
Der makt og vilje vantar, er inga","Idiom:
Der makt og vilje vantar, er inga tru på seg sjølv.
I",tru,['råd'],False,nno
"Idiom:
Der makta har rett, har retten inga","Idiom:
Der makta har rett, har retten inga makt.",makt,['makt'],True,nno
"Idiom:
Det alle skal gjere, blir helst","Idiom:
Det alle skal gjere, blir helst aldri gjort.",aldri,['ugjort'],False,nno
"Idiom:
Det alle skal gjere, vert aldri","Idiom:
Det alle skal gjere, vert aldri gjort.
Råd til ny","gjort.
Råd",['gjort'],False,nno
"Idiom:
Det auget som ikkje ser, slepp å","Idiom:
Det auget som ikkje ser, slepp å gråte.
Sjølvs","gråte.
Sjølvs",['gråte'],False,nno
"Idiom:
Det avgjerande er ikkje korleis ein har det, men korleis ein tar","Idiom:
Det avgjerande er ikkje korleis ein har det, men korleis ein tar det.
Mennesket er","det.
Mennesket",['det'],False,nno
"Idiom:
Det beste er godt","Idiom:
Det beste er godt nok.
«Inger St","nok.
«Inger",['nok'],False,nno
"Idiom:
Det brenn ikkje alt som","Idiom:
Det brenn ikkje alt som ryk, eller rår",ryk,['ryk'],True,nno
"Idiom:
Det dømmer kvar etter sitt","Idiom:
Det dømmer kvar etter sitt, det som er kjent",,['vit'],False,nno
"Idiom:
Det ein ikkje kan bere, får ein","Idiom:
Det ein ikkje kan bere, får ein køyre.
■","køyre.
■",['drage'],False,nno
"Idiom:
Det ein ikkje veit, gjer ein verken kald eller","Idiom:
Det ein ikkje veit, gjer ein verken kald eller heit.
Heimeb","heit.
Heimeb",['heit'],False,nno
"Idiom:
Det ein sår, skal ein og","Idiom:
Det ein sår, skal ein og hauste; dei sår",hauste,['hausta'],False,nno
"Idiom:
Det eine gode skjemmer ikkje det andre","Idiom:
Det eine gode skjemmer ikkje det andre vekk. Det er ikkje",vekk,['ut'],False,nno
"Idiom:
Det er aldri så gale, det ikkje er godt for","Idiom:
Det er aldri så gale, det ikkje er godt for noko.",noko,['noko'],True,nno
"Idiom:
Det er alltid dyrt som ikkje","Idiom:
Det er alltid dyrt som ikkje er betalt
Det er betre",er,['duger'],False,nno
"Idiom:
Det er best å gjere mykje og seie","Idiom:
Det er best å gjere mykje og seie lite.",lite,['lite'],True,nno
"Idiom:
Det er best å tenkje før ein","Idiom:
Det er best å tenkje før ein talar.
Det er ikkje gull","talar.
Det",['talar'],False,nno
"Idiom:
Det er beste lækjedomen som møter sykja før ho kjem i","Idiom:
Det er beste lækjedomen som møter sykja før ho kjem i huset. * Når elden",huset,['huset'],True,nno
"Idiom:
Det er betre for fullt enn for tidleg","Idiom:
Det er betre for fullt enn for tidleg.
eptunus","
eptunus",['tomt'],False,nno
"Idiom:
Det er betre med ei god handling enn med tusen gode","Idiom:
Det er betre med ei god handling enn med tusen gode ynske.
Billege","ynske.
Billege",['tankar'],False,nno
"Idiom:
Det er betre med trøytte armar enn tomme","Idiom:
Det er betre med trøytte armar enn tomme tarmar.
Ikkje kjøp","tarmar.
Ikkje",['tarmar'],False,nno
"Idiom:
Det er betre å falle med ære enn å stå med","Idiom:
Det er betre å falle med ære enn å stå med skam.
Men dette er berre","skam.
Men",['skam'],False,nno
"Idiom:
Det er betre å ha éin ting enn å ønskje seg","Idiom:
Det er betre å ha éin ting enn å ønskje seg to.
(Jesus","to.
(Jesus",['to'],False,nno
"Idiom:
Det er betre å kle seg vel enn å fryse i","Idiom:
Det er betre å kle seg vel enn å fryse ihel.
Det er betre å","hel.
Det",['hel'],False,nno
"Idiom:
Det er betre å lide for sanning enn å få løn for","Idiom:
Det er betre å lide for sanning enn å få løn for lygn.
Livsn","lygn.
Livsn",['lygn'],False,nno
"Idiom:
Det er betre å spørje to gonger enn fare éin gong","Idiom:
Det er betre å spørje to gonger enn fare éin gong vill.",vill,['vilt'],False,nno
"Idiom:
Det er betre å tigge enn å","Idiom:
Det er betre å tigge enn å stele.
Tenk som","stele.
Tenk",['stele'],False,nno
"Idiom:
Det er betre å vere einsleg enn i vondt","Idiom:
Det er betre å vere einsleg enn i vondt følgje, det er betre",følgje,['følgje'],True,nno
"Idiom:
Det er betre å vere herre i eit lite hus enn træl i eit","Idiom:
Det er betre å vere herre i eit lite hus enn træl i eit stort.
Den som tek i","stort.
Den",['stort'],False,nno
"Idiom:
Det er betre å vike enn å","Idiom:
Det er betre å vike enn å velte.
Imøde","velte.
Imøde",['velte'],False,nno
"Idiom:
Det er brotne kvistar i alle","Idiom:
Det er brotne kvistar i alle skogar / Det er",skogar,['skogar'],True,nno
"Idiom:
Det er dei vakraste fuglane som vert sette i","Idiom:
Det er dei vakraste fuglane som vert sette i bur.",bur,['bur'],True,nno
"Idiom:
Det er den gode vanen som den vonde skal","Idiom:
Det er den gode vanen som den vonde skal rå seg sjølv når det",rå,['drive'],False,nno
"Idiom:
Det er fleire som spør etter rikdom enn etter","Idiom:
Det er fleire som spør etter rikdom enn etter visdom.
Sidan ho","visdom.
Sidan",['visdom'],False,nno
"Idiom:
Det er fleire æretjuvar enn","Idiom:
Det er fleire æretjuvar enn tjuvar, heiter",tjuvar,['pengetjuvar'],False,nno
"Idiom:
Det er frå barn og fulle folk ein får høyre","Idiom:
Det er frå barn og fulle folk ein får høyre san ninga...",san,['sanninga'],False,nno
"Idiom:
Det er få så rike, at dei aldri meir vil","Idiom:
Det er få så rike, at dei aldri meir vil kome til å verte",kome,['ha'],False,nno
"Idiom:
Det er fåfengt å vere rik der ingen fattig","Idiom:
Det er fåfengt å vere rik der ingen fattig finst.",finst,['finst'],True,nno
"Idiom:
Det er gale å gjere andre visare enn seg","Idiom:
Det er gale å gjere andre visare enn seg sjølv. (Ja du",sjølv,['sjølv'],True,nno
"Idiom:
Det er ikkje alltid den visaste som","Idiom:
Det er ikkje alltid den visaste som veit mest om kor vis",veit,['vinn'],False,nno
"Idiom:
Det er ikkje fullt før det renn","Idiom:
Det er ikkje fullt før det renn over.
Det er inga skam","over.
Det",['over'],False,nno
"Idiom:
Det er ikkje gull alt som","Idiom:
Det er ikkje gull alt som glimar! Eg hø",glimar,['glimrar'],False,nno
"Idiom:
Det er ikkje langt mellom dygd og","Idiom:
Det er ikkje langt mellom dygd og udygd.
Nye","udygd.
Nye",['udygd'],False,nno
"Idiom:
Det er ikkje lett å lære ei gammal merr å","Idiom:
Det er ikkje lett å lære ei gammal merr å knegge.
Sjølv","knegge.
Sjølv",['kneggje'],False,nno
"Idiom:
Det er ikkje lett å sitje på lånt","Idiom:
Det er ikkje lett å sitje på lånt stol.
Ei brag","stol.
Ei",['krakk'],False,nno
"Idiom:
Det er ikkje liv i alt som rører","Idiom:
Det er ikkje liv i alt som rører på seg.
Ein har",på,['seg'],False,nno
"Idiom:
Det er ikkje verdt å bere vatn i","Idiom:
Det er ikkje verdt å bere vatn i åa.
Liten g","åa.
Liten",['å'],False,nno
"Idiom:
Det er ille når gikta set seg i","Idiom:
Det er ille når gikta set seg i hovudet, og ein ikkje",hovudet,['trefoten'],False,nno
"Idiom:
Det er ilt å angre på","Idiom:
Det er ilt å angre på det som er gjort. Når",det,['velgjort'],False,nno
"Idiom:
Det er inga skam å falle for ei","Idiom:
Det er inga skam å falle for ei stor dame, men det",stor,['kjempe'],False,nno
"Idiom:
Det er ingen for god til å tene seg","Idiom:
Det er ingen for god til å tene seg en formue. En mann",en,['sjølv'],False,nno
"Idiom:
Det er ingen forbode å leite på","Idiom:
Det er ingen forbode å leite på eiga hand.
Guiden",eiga,['allmenningen'],False,nno
"Idiom:
Det er ingen lagnad som ein lagar","Idiom:
Det er ingen lagnad som ein lagar seg sjølv. Og det",seg,['sjølv'],False,nno
"Idiom:
Det er ingenting nytt under","Idiom:
Det er ingenting nytt under solen. Ikke under sky",solen,['sola'],False,nno
"Idiom:
Det er klein fugl som skjemmer sitt eige","Idiom:
Det er klein fugl som skjemmer sitt eige reir, sa kjerring",reir,['reir'],True,nno
"Idiom:
Det er langt å leite etter den som er","Idiom:
Det er langt å leite etter den som er heime.
Det er betre","heime.
Det",['lytelaus'],False,nno
"Idiom:
Det er leitt å vere stor heime og liten","Idiom:
Det er leitt å vere stor heime og liten borte!
Når du skal","borte!
Når",['borte'],False,nno
"Idiom:
Det er leitt å våge alt på eitt","Idiom:
Det er leitt å våge alt på eitt Kort. - Det er",Kort,['kast'],False,nno
"Idiom:
Det er lett å sitje på lånt","Idiom:
Det er lett å sitje på lånt stol, når ein eig",stol,['krakk'],False,nno
"Idiom:
Det er lett å skjere breie reimar av annan manns","Idiom:
Det er lett å skjere breie reimar av annan manns hud.",hud,['ler'],False,nno
"Idiom:
Det er lett å vere god når det ikkje","Idiom:
Det er lett å vere god når det ikkje kostar noko.
nasjonale",kostar,['kostar'],True,nno
"Idiom:
Det er lettare å gøyme rikdom enn","Idiom:
Det er lettare å gøyme rikdom enn fattigdom.
Mildne:
R","fattigdom.
Mildne:
R",['fattigdom'],False,nno
"Idiom:
Det er lettare å love enn å","Idiom:
Det er lettare å love enn å halde.",halde,['halde'],True,nno
"Idiom:
Det er makta som","Idiom:
Det er makta som rår, og maktens",rår,['rår'],True,nno
"Idiom:
Det er mangt eit godt hovud under ein gammal","Idiom:
Det er mangt eit godt hovud under ein gammal hatt. * Det er",hatt,['hatt'],True,nno
"Idiom:
Det er mangt rart i","Idiom:
Det er mangt rart i ein skog. Sjølv",ein,['havet'],False,nno
"Idiom:
Det er på kjeften ein kjenner","Idiom:
Det er på kjeften ein kjenner at ein lever, he",at,['hunden'],False,nno
"Idiom:
Det er rev som rev skal","Idiom:
Det er rev som rev skal være, sier ordspråket.",være,['fange'],False,nno
"Idiom:
Det er rikdom nok i sterk manns","Idiom:
Det er rikdom nok i sterk manns armar. (Dag",armar,['armar'],True,nno
"Idiom:
Det er rom nok der ingen er","Idiom:
Det er rom nok der ingen er.
Fred er det best","
Fred",['uvener'],False,nno
"Idiom:
Det er seint å spare på berre","Idiom:
Det er seint å spare på berre skjorta. (M.",skjorta,['botnen'],False,nno
"Idiom:
Det er skilnad på å rake skjegget og å skjere haka","Idiom:
Det er skilnad på å rake skjegget og å skjere haka av seg.
Den første gjer",av,['av'],True,nno
"Idiom:
Det er slutt på den snøen som fall i","Idiom:
Det er slutt på den snøen som fall i fjor.
snøen som","fjor.
snøen",['fjor'],False,nno
"Idiom:
Det er vandt å vite kva den teiande","Idiom:
Det er vandt å vite kva den teiande har på hjartet.
Det",har,['tenkjer'],False,nno
"Idiom:
Det er verste bikkja som bit og ikkje","Idiom:
Det er verste bikkja som bit og ikkje slepper igjen.
der",slepper,['gøyr'],False,nno
"Idiom:
Det er vissa ein har og vona ein","Idiom:
Det er vissa ein har og vona ein ber: at det fin",ber,['får'],False,nno
"Idiom:
Det er vondt når vitet","Idiom:
Det er vondt når vitet van tar.
Stor s",van,['vantar'],False,nno
"Idiom:
Det er vondt å få det alle vil","Idiom:
Det er vondt å få det alle vil ha.
Det var det samme","ha.
Det",['ha'],False,nno
"Idiom:
Det er vondt å ta seg vatn over","Idiom:
Det er vondt å ta seg vatn over hovudet.
Ta eit tak","hovudet.
Ta",['hovudet'],False,nno
"Idiom:
Det fell ikkje tre med første","Idiom:
Det fell ikkje tre med første hogget. Det skal",hogget,['hogg'],False,nno
"Idiom:
Det får vere ein måte med","Idiom:
Det får vere ein måte med alt.
Ikkje la noko","alt.
Ikkje",['alt'],False,nno
"Idiom:
Det gror ikkje gras på","Idiom:
Det gror ikkje gras på vegen til mannens hj",vegen,['allemannsvegen'],False,nno
"Idiom:
Det hjelper ingen vilje når makta","Idiom:
Det hjelper ingen vilje når makta tek styringen...",tek,['vantar'],False,nno
"Idiom:
Det kan sitje eit godt hovud under ein gammal","Idiom:
Det kan sitje eit godt hovud under ein gammal hatt.
Det hender at gamle","hatt.
Det",['hatt'],False,nno
"Idiom:
Det kan vere eit hardt skal kring ein mjuk","Idiom:
Det kan vere eit hardt skal kring ein mjuk kjerne. Her ser du",kjerne,['kjerne'],True,nno
"Idiom:
Det kjem fant av folk og folk av","Idiom:
Det kjem fant av folk og folk av fant. (Indian",fant,['fant'],True,nno
"Idiom:
Det ordet som ligg nest hjartet, kjem først i","Idiom:
Det ordet som ligg nest hjartet, kjem først i munnen.
■ Eit","munnen.
■",['munnen'],False,nno
"Idiom:
Det passar ikkje same segl i alle","Idiom:
Det passar ikkje same segl i alle mastrer.
Målvit","mastrer.
Målvit",['båtar'],False,nno
"Idiom:
Det renn mykje vatn mens møllaren","Idiom:
Det renn mykje vatn mens møllaren søv.
Det beste er","søv.
Det",['søv'],False,nno
"Idiom:
Det sanne er oftast seinast","Idiom:
Det sanne er oftast seinast ferdigt. Ikkje e",ferdigt,['trudd'],False,nno
"Idiom:
Det skal ein sterk rygg til å bere gode","Idiom:
Det skal ein sterk rygg til å bere gode dagar.
I går kom snøen","dagar.
I",['dagar'],False,nno
"Idiom:
Det skal gode ord til å selje dårleg","Idiom:
Det skal gode ord til å selje dårleg vin.
Pasient:","vin.
Pasient",['vare'],False,nno
"Idiom:
Det skal vere godt gjerde mellom gode","Idiom:
Det skal vere godt gjerde mellom gode grannar, seier eit",grannar,['grannar'],True,nno
"Idiom:
Det som er gjort i dag, det ligg ikkje ugjort i","Idiom:
Det som er gjort i dag, det ligg ikkje ugjort i det blå.",det,['morgon'],False,nno
"Idiom:
Det som gagnar er godt","Idiom:
Det som gagnar er godt; det som ikkje gagn",,['nok'],False,nno
"Idiom:
Det som kjem inn med synd, går ut att med","Idiom:
Det som kjem inn med synd, går ut att med sorg.
Forandring fryder","sorg.
Forandring",['sorg'],False,nno
"Idiom:
Det står ikkje tre så fast, at det ei kan","Idiom:
Det står ikkje tre så fast, at det ei kan falla.
Sola er","falla.
Sola",['falle'],False,nno
"Idiom:
Det treet bøyer seg djupast, som ber mest","Idiom:
Det treet bøyer seg djupast, som ber mest frukt. (Olav Du",frukt,['frukt'],True,nno
"Idiom:
Det trivst ikkje mus i matlaust","Idiom:
Det trivst ikkje mus i matlaust hus.
I går gjekk eg","hus.
I",['hus'],False,nno
"Idiom:
Det veks ikkje tre så høgt som til","Idiom:
Det veks ikkje tre så høgt som til himmels — høgre",himmels,['himmels'],True,nno
"Idiom:
Det vert ingen kjærleik utan","Idiom:
Det vert ingen kjærleik utan ein viss porsjon eigen",ein,['kjennskap'],False,nno
"Idiom:
Det vert ingen siger utan","Idiom:
Det vert ingen siger utan tap. Det er som",tap,['strid'],False,nno
"Idiom:
Det vert sjeldan uår i alle","Idiom:
Det vert sjeldan uår i alle land på same tid, berre",land,['land'],True,nno
"Idiom:
Det vonde kjem snart i","Idiom:
Det vonde kjem snart i godlag.
Dei gl","godlag.
Dei",['vane'],False,nno
"Idiom:
Djupe dalar har liten","Idiom:
Djupe dalar har liten himmel.
Djupe sø","himmel.
Djupe",['himmel'],False,nno
"Idiom:
Drukken talar det udrukken","Idiom:
Drukken talar det udrukken tenkjer.
~ Eg","tenkjer.
",['tenkjer'],False,nno
"Idiom:
Drukken trivst mellom drukne","Idiom:
Drukken trivst mellom drukne.
som ikkje er det","
som",['best'],False,nno
"Idiom:
Du bit ikkje den handa som gjev deg","Idiom:
Du bit ikkje den handa som gjev deg mat.
Når katten er borte","mat.
Når",['mat'],False,nno
"Idiom:
Døden lyt no ei årsak","Idiom:
Døden lyt no ei årsak ha, sa guten, far",ha,['ha'],True,nno
"Idiom:
Døden spør ikkje stort etter","Idiom:
Døden spør ikkje stort etter alder. Det finst folk",alder,['alderen'],False,nno
"Idiom:
Ei god helse er betre enn","Idiom:
Ei god helse er betre enn helse i kvar setning",helse,['rikdom'],False,nno
"Idiom:
Ei lita gjer mykje medan ei stor snur seg","Idiom:
Ei lita gjer mykje medan ei stor snur seg.
Asie er god","
Asie",['rundt'],False,nno
"Idiom:
Ei lita gryte kan og koke","Idiom:
Ei lita gryte kan og koke noko.
Harding:
Det","noko.
Harding:
Det",['mat'],False,nno
"Idiom:
Ei lita hand kan gje stor","Idiom:
Ei lita hand kan gje stor hjelp!
+ FAKT","hjelp!
",['hjelp'],False,nno
"Idiom:
Ei rik enkje slepp å sørgje","Idiom:
Ei rik enkje slepp å sørgje over tapet av mannen sin",over,['lenge'],False,nno
"Idiom:
Ei ulukke kjem sjeldan","Idiom:
Ei ulukke kjem sjeldan åleine.",åleine,['åleine'],True,nno
"Idiom:
Ein arv er snart","Idiom:
Ein arv er snart oppsamla, men ofte",oppsamla,['oppeten'],False,nno
"Idiom:
Ein ber ikkje betre børa enn mykje","Idiom:
Ein ber ikkje betre børa enn mykje skam, heiter det.",skam,['vett'],False,nno
"Idiom:
Ein drope er ingen","Idiom:
Ein drope er ingen sjø, men ein sjø",sjø,['drikk'],False,nno
"Idiom:
Ein fager kveld spår ein fager","Idiom:
Ein fager kveld spår ein fager morgon.
I grålysninga","morgon.
I",['morgon'],False,nno
"Idiom:
Ein fangar fisk med agn og folk med fagre","Idiom:
Ein fangar fisk med agn og folk med fagre ord.
Ein kjem ikkje","ord.
Ein",['ord'],False,nno
"Idiom:
Ein finn stundom ein venn imellom sine","Idiom:
Ein finn stundom ein venn imellom sine fiendar, men ofte",fiendar,['uvenner'],False,nno
