prompt,generated_text,predicted_token,accepted_predictions,correct_prediction,language
"Idiom:
Den som har noko å selje, får og noko å","Idiom:
Den som har noko å selje, får og noko å leige.",leige,['telje'],False,nno
"Idiom:
Den som hjelper i naud, hjelper to","Idiom:
Den som hjelper i naud, hjelper to gonger.
Idioma","gonger.
Idioma",['gonger'],False,nno
"Idiom:
Den som ikkje får ride, fell heller ikkje av","Idiom:
Den som ikkje får ride, fell heller ikkje av hesten, sa han som",hesten,['hesten'],True,nno
"Idiom:
Den som ikkje spør, blir ikkje visare enn","Idiom:
Den som ikkje spør, blir ikkje visare enn han var før.",han,['før'],False,nno
"Idiom:
Den som ingenting vågar, han ingenting","Idiom:
Den som ingenting vågar, han ingenting får.",får,['vinn'],False,nno
"Idiom:
Den som kjenner sin eigen dårskap, er på veg mot","Idiom:
Den som kjenner sin eigen dårskap, er på veg mot visdom.",visdom,['visdom'],True,nno
"Idiom:
Den som kviskrar, han","Idiom:
Den som kviskrar, han lyg.
Feil ord","lyg.
Feil",['lyg'],False,nno
"Idiom:
Den som ler sist ler","Idiom:
Den som ler sist ler best.
Nøkkelord:","best.
Nøkkelord",['best'],False,nno
"Idiom:
Den som lite veit, han lite","Idiom:
Den som lite veit, han lite får.
Hallingd","får.
Hallingd",['gløymer'],False,nno
"Idiom:
Den som lite vågar, han lite","Idiom:
Den som lite vågar, han lite vinner.
Uttrykk:
","vinner.
Uttrykk",['vinn'],False,nno
"Idiom:
Den som lyg, kan stele; og den som stel, kan","Idiom:
Den som lyg, kan stele; og den som stel, kan stape.
Irsk","stape.
Irsk",['lyge'],False,nno
"Idiom:
Den som lærer ti handverk, han kan ikkje eitt til","Idiom:
Den som lærer ti handverk, han kan ikkje eitt til ende; den som lærer",ende,['gagns'],False,nno
"Idiom:
Den som sjeldan ror ut, får sjeldan","Idiom:
Den som sjeldan ror ut, får sjeldan fisk på kroken.",fisk,['fisk'],True,nno
"Idiom:
Den som skal gjete, lyt ha auga med","Idiom:
Den som skal gjete, lyt ha auga med seg så han ikkje driv",seg,['seg'],True,nno
"Idiom:
Den som skal lyge, skal ha godt","Idiom:
Den som skal lyge, skal ha godt minne.
Dei som vil","minne.
Dei",['minne'],False,nno
"Idiom:
Den som sparer hendene, får og spare","Idiom:
Den som sparer hendene, får og spare ryggen.",ryggen,['tennene'],False,nno
"Idiom:
Den som talar sanning, vinn over","Idiom:
Den som talar sanning, vinn over fienden sin med si",fienden,['djevelen'],False,nno
"Idiom:
Den som teier,","Idiom:
Den som teier, samtykkjer.
Led","samtykkjer.
Led",['samtykkjer'],False,nno
"Idiom:
Den som vil freden nyte, må ikkje freden","Idiom:
Den som vil freden nyte, må ikkje freden byte. Det vart ein",byte,['bryte'],False,nno
"Idiom:
Den som vil ha kjernen, skal først bite","Idiom:
Den som vil ha kjernen, skal først bite av skallet!
På",av,['skalet'],False,nno
"Idiom:
Den som vil på havet, skal ikkje ro","Idiom:
Den som vil på havet, skal ikkje ro i andror.
Når ein",i,['hardt'],False,nno
"Idiom:
Den som vil sleikje i alle fat, får kjenne mang ein","Idiom:
Den som vil sleikje i alle fat, får kjenne mang ein smak.",smak,['smak'],True,nno
"Idiom:
Den som vil smake på alt, han får både surt og","Idiom:
Den som vil smake på alt, han får både surt og salt.
Begrunnelse:","salt.
Begrunnelse",['salt'],False,nno
"Idiom:
Den som vågar, han anten vinn eller","Idiom:
Den som vågar, han anten vinn eller taper.
Den som er redd","taper.
Den",['tapar'],False,nno
"Idiom:
Den talar mest som minst","Idiom:
Den talar mest som minst förstår. Man begagn",förstår,['veit'],False,nno
"Idiom:
Der dygda vantar, er venleiken lite","Idiom:
Der dygda vantar, er venleiken lite verdt. Den fagra",verdt,['verd'],False,nno
"Idiom:
Der ein pløyer grunt, vil det vekse","Idiom:
Der ein pløyer grunt, vil det vekse ugras.
""Von","ugras.
""Von",['tunt'],False,nno
"Idiom:
Der makt og vilje vantar, er inga","Idiom:
Der makt og vilje vantar, er inga trygd.
Litt om","trygd.
Litt",['råd'],False,nno
"Idiom:
Der makta har rett, har retten inga","Idiom:
Der makta har rett, har retten inga makt.",makt,['makt'],True,nno
"Idiom:
Det alle skal gjere, blir helst","Idiom:
Det alle skal gjere, blir helst aldri gjort.",aldri,['ugjort'],False,nno
"Idiom:
Det alle skal gjere, vert aldri","Idiom:
Det alle skal gjere, vert aldri gjort.
Røvarson","gjort.
Røvarson",['gjort'],False,nno
"Idiom:
Det auget som ikkje ser, slepp å","Idiom:
Det auget som ikkje ser, slepp å gråte!
Den som","gråte!
Den",['gråte'],False,nno
"Idiom:
Det avgjerande er ikkje korleis ein har det, men korleis ein tar","Idiom:
Det avgjerande er ikkje korleis ein har det, men korleis ein tar det.
Ivar Hoff:","det.
Ivar",['det'],False,nno
"Idiom:
Det beste er godt","Idiom:
Det beste er godt nok – eller?
Det blir",nok,['nok'],True,nno
"Idiom:
Det brenn ikkje alt som","Idiom:
Det brenn ikkje alt som logar.
. I","logar.
",['ryk'],False,nno
"Idiom:
Det dømmer kvar etter sitt","Idiom:
Det dømmer kvar etter sitt, det er ikkje same",,['vit'],False,nno
"Idiom:
Det ein ikkje kan bere, får ein","Idiom:
Det ein ikkje kan bere, får ein kvitte seg med.
P",kvitte,['drage'],False,nno
"Idiom:
Det ein ikkje veit, gjer ein verken kald eller","Idiom:
Det ein ikkje veit, gjer ein verken kald eller varm. Slik det er",varm,['heit'],False,nno
"Idiom:
Det ein sår, skal ein og","Idiom:
Det ein sår, skal ein og hauste.
I dei fleste","hauste.
I",['hausta'],False,nno
"Idiom:
Det eine gode skjemmer ikkje det andre","Idiom:
Det eine gode skjemmer ikkje det andre vekk. Det er noko",vekk,['ut'],False,nno
"Idiom:
Det er aldri så gale, det ikkje er godt for","Idiom:
Det er aldri så gale, det ikkje er godt for noko.",noko,['noko'],True,nno
"Idiom:
Det er alltid dyrt som ikkje","Idiom:
Det er alltid dyrt som ikkje er betalt av den som",er,['duger'],False,nno
"Idiom:
Det er best å gjere mykje og seie","Idiom:
Det er best å gjere mykje og seie lite.",lite,['lite'],True,nno
"Idiom:
Det er best å tenkje før ein","Idiom:
Det er best å tenkje før ein snakkar. (Betre",snakkar,['talar'],False,nno
"Idiom:
Det er beste lækjedomen som møter sykja før ho kjem i","Idiom:
Det er beste lækjedomen som møter sykja før ho kjem i huset.",huset,['huset'],True,nno
"Idiom:
Det er betre for fullt enn for tidleg","Idiom:
Det er betre for fullt enn for tidleg.
eit betre se","
eit",['tomt'],False,nno
"Idiom:
Det er betre med ei god handling enn med tusen gode","Idiom:
Det er betre med ei god handling enn med tusen gode tankar.
Idiom:
Det","tankar.
Idiom:
Det",['tankar'],False,nno
"Idiom:
Det er betre med trøytte armar enn tomme","Idiom:
Det er betre med trøytte armar enn tomme tarmar.
I et samfunn","tarmar.
I",['tarmar'],False,nno
"Idiom:
Det er betre å falle med ære enn å stå med","Idiom:
Det er betre å falle med ære enn å stå med skam.
- Å stå med","skam.
",['skam'],False,nno
"Idiom:
Det er betre å ha éin ting enn å ønskje seg","Idiom:
Det er betre å ha éin ting enn å ønskje seg noko.
(Jesus","noko.
(Jesus",['to'],False,nno
"Idiom:
Det er betre å kle seg vel enn å fryse i","Idiom:
Det er betre å kle seg vel enn å fryse ihel.
Det er betre å","hel.
Det",['hel'],False,nno
"Idiom:
Det er betre å lide for sanning enn å få løn for","Idiom:
Det er betre å lide for sanning enn å få løn for lygn",lygn,['lygn'],True,nno
"Idiom:
Det er betre å spørje to gonger enn fare éin gong","Idiom:
Det er betre å spørje to gonger enn fare éin gong.",,['vilt'],False,nno
"Idiom:
Det er betre å tigge enn å","Idiom:
Det er betre å tigge enn å vere tjuv. Du som",vere,['stele'],False,nno
"Idiom:
Det er betre å vere einsleg enn i vondt","Idiom:
Det er betre å vere einsleg enn i vondt selskap.",selskap,['følgje'],False,nno
"Idiom:
Det er betre å vere herre i eit lite hus enn træl i eit","Idiom:
Det er betre å vere herre i eit lite hus enn træl i eit stort.
Den som tek til","stort.
Den",['stort'],False,nno
"Idiom:
Det er betre å vike enn å","Idiom:
Det er betre å vike enn å gå rett på.
Dø",gå,['velte'],False,nno
"Idiom:
Det er brotne kvistar i alle","Idiom:
Det er brotne kvistar i alle skogar, singlade glas",skogar,['skogar'],True,nno
"Idiom:
Det er dei vakraste fuglane som vert sette i","Idiom:
Det er dei vakraste fuglane som vert sette i bur.",bur,['bur'],True,nno
"Idiom:
Det er den gode vanen som den vonde skal","Idiom:
Det er den gode vanen som den vonde skal fordrive.",fordrive,['drive'],False,nno
"Idiom:
Det er fleire som spør etter rikdom enn etter","Idiom:
Det er fleire som spør etter rikdom enn etter visdom, og det er",visdom,['visdom'],True,nno
"Idiom:
Det er fleire æretjuvar enn","Idiom:
Det er fleire æretjuvar enn tjuvar, heiter",tjuvar,['pengetjuvar'],False,nno
"Idiom:
Det er frå barn og fulle folk ein får høyre","Idiom:
Det er frå barn og fulle folk ein får høyre sanninga. Eit",sanninga,['sanninga'],True,nno
"Idiom:
Det er få så rike, at dei aldri meir vil","Idiom:
Det er få så rike, at dei aldri meir vil kome til å verte",kome,['ha'],False,nno
"Idiom:
Det er fåfengt å vere rik der ingen fattig","Idiom:
Det er fåfengt å vere rik der ingen fattig finst. Sitat av",finst,['finst'],True,nno
"Idiom:
Det er gale å gjere andre visare enn seg","Idiom:
Det er gale å gjere andre visare enn seg sjølv. (Ja du",sjølv,['sjølv'],True,nno
"Idiom:
Det er ikkje alltid den visaste som","Idiom:
Det er ikkje alltid den visaste som kjem til orde i",kjem,['vinn'],False,nno
"Idiom:
Det er ikkje fullt før det renn","Idiom:
Det er ikkje fullt før det renn over!
Norum Hotell","over!
Norum",['over'],False,nno
"Idiom:
Det er ikkje gull alt som","Idiom:
Det er ikkje gull alt som glimar! Eg hø",glimar,['glimrar'],False,nno
"Idiom:
Det er ikkje langt mellom dygd og","Idiom:
Det er ikkje langt mellom dygd og dårskap, for vanen",dårskap,['udygd'],False,nno
"Idiom:
Det er ikkje lett å lære ei gammal merr å","Idiom:
Det er ikkje lett å lære ei gammal merr å gå: (ordtak",gå,['kneggje'],False,nno
"Idiom:
Det er ikkje lett å sitje på lånt","Idiom:
Det er ikkje lett å sitje på lånt grunn og skrive dikt.",grunn,['krakk'],False,nno
"Idiom:
Det er ikkje liv i alt som rører","Idiom:
Det er ikkje liv i alt som rører seg, og det er ikkje",seg,['seg'],True,nno
"Idiom:
Det er ikkje verdt å bere vatn i","Idiom:
Det er ikkje verdt å bere vatn i ope vatn, sa",ope,['å'],False,nno
"Idiom:
Det er ille når gikta set seg i","Idiom:
Det er ille når gikta set seg i hovudet, og ein ikkje",hovudet,['trefoten'],False,nno
"Idiom:
Det er ilt å angre på","Idiom:
Det er ilt å angre på syndene, men det er",syndene,['velgjort'],False,nno
"Idiom:
Det er inga skam å falle for ei","Idiom:
Det er inga skam å falle for ei klisje, om det",klisje,['kjempe'],False,nno
"Idiom:
Det er ingen for god til å tene seg","Idiom:
Det er ingen for god til å tene seg en masse med pengar.",en,['sjølv'],False,nno
"Idiom:
Det er ingen forbode å leite på","Idiom:
Det er ingen forbode å leite på eiga hand etter meteor",eiga,['allmenningen'],False,nno
"Idiom:
Det er ingen lagnad som ein lagar","Idiom:
Det er ingen lagnad som ein lagar seg sjølv. Og det",seg,['sjølv'],False,nno
"Idiom:
Det er ingenting nytt under","Idiom:
Det er ingenting nytt under solen. Ikke under den",solen,['sola'],False,nno
"Idiom:
Det er klein fugl som skjemmer sitt eige","Idiom:
Det er klein fugl som skjemmer sitt eige reir, men ingen er",reir,['reir'],True,nno
"Idiom:
Det er langt å leite etter den som er","Idiom:
Det er langt å leite etter den som er klokast. Det er betre",klokast,['lytelaus'],False,nno
"Idiom:
Det er leitt å vere stor heime og liten","Idiom:
Det er leitt å vere stor heime og liten borte!
Av denne grunn","borte!
Av",['borte'],False,nno
"Idiom:
Det er leitt å våge alt på eitt","Idiom:
Det er leitt å våge alt på eitt kort, men det kan godt",kort,['kast'],False,nno
"Idiom:
Det er lett å sitje på lånt","Idiom:
Det er lett å sitje på lånt stol ute i gangen i",stol,['krakk'],False,nno
"Idiom:
Det er lett å skjere breie reimar av annan manns","Idiom:
Det er lett å skjere breie reimar av annan manns rygg.",rygg,['ler'],False,nno
"Idiom:
Det er lett å vere god når det ikkje","Idiom:
Det er lett å vere god når det ikkje kostar noko
Bakgrunn",kostar,['kostar'],True,nno
"Idiom:
Det er lettare å gøyme rikdom enn","Idiom:
Det er lettare å gøyme rikdom enn å vere ærleg.",å,['fattigdom'],False,nno
"Idiom:
Det er lettare å love enn å","Idiom:
Det er lettare å love enn å halde.",halde,['halde'],True,nno
"Idiom:
Det er makta som","Idiom:
Det er makta som rår, og maktens",rår,['rår'],True,nno
"Idiom:
Det er mangt eit godt hovud under ein gammal","Idiom:
Det er mangt eit godt hovud under ein gammal hatt.",hatt,['hatt'],True,nno
"Idiom:
Det er mangt rart i","Idiom:
Det er mangt rart i ein skog. Alle vegar",ein,['havet'],False,nno
"Idiom:
Det er på kjeften ein kjenner","Idiom:
Det er på kjeften ein kjenner at herren er prest",at,['hunden'],False,nno
"Idiom:
Det er rev som rev skal","Idiom:
Det er rev som rev skal være, sier man. Slik",være,['fange'],False,nno
"Idiom:
Det er rikdom nok i sterk manns","Idiom:
Det er rikdom nok i sterk manns liv at han tar glede",liv,['armar'],False,nno
"Idiom:
Det er rom nok der ingen er","Idiom:
Det er rom nok der ingen er.
Følelse av å","
Følelse",['uvener'],False,nno
"Idiom:
Det er seint å spare på berre","Idiom:
Det er seint å spare på berre skjorta nar bu",skjorta,['botnen'],False,nno
"Idiom:
Det er skilnad på å rake skjegget og å skjere haka","Idiom:
Det er skilnad på å rake skjegget og å skjere haka av seg.
Den første gjer",av,['av'],True,nno
"Idiom:
Det er slutt på den snøen som fall i","Idiom:
Det er slutt på den snøen som fall i fjor.
Jeg tok meg en","fjor.
Jeg",['fjor'],False,nno
"Idiom:
Det er vandt å vite kva den teiande","Idiom:
Det er vandt å vite kva den teiande har på hjartet.
Det",har,['tenkjer'],False,nno
"Idiom:
Det er verste bikkja som bit og ikkje","Idiom:
Det er verste bikkja som bit og ikkje får seg mat.
Myk",får,['gøyr'],False,nno
"Idiom:
Det er vissa ein har og vona ein","Idiom:
Det er vissa ein har og vona ein ber: at eit under",ber,['får'],False,nno
"Idiom:
Det er vondt når vitet","Idiom:
Det er vondt når vitet ikkje får rekkje til.",ikkje,['vantar'],False,nno
"Idiom:
Det er vondt å få det alle vil","Idiom:
Det er vondt å få det alle vil ha.
Det er vondt å","ha.
Det",['ha'],False,nno
"Idiom:
Det er vondt å ta seg vatn over","Idiom:
Det er vondt å ta seg vatn over hovudet.
Ta eit tak","hovudet.
Ta",['hovudet'],False,nno
"Idiom:
Det fell ikkje tre med første","Idiom:
Det fell ikkje tre med første hogget. Det skal",hogget,['hogg'],False,nno
"Idiom:
Det får vere ein måte med","Idiom:
Det får vere ein måte med alt. Kva har ein ikkje",alt,['alt'],True,nno
"Idiom:
Det gror ikkje gras på","Idiom:
Det gror ikkje gras på eit kulturlandskap som",eit,['allemannsvegen'],False,nno
"Idiom:
Det hjelper ingen vilje når makta","Idiom:
Det hjelper ingen vilje når makta er viljelaus.
T",er,['vantar'],False,nno
"Idiom:
Det kan sitje eit godt hovud under ein gammal","Idiom:
Det kan sitje eit godt hovud under ein gammal hatt.
Det hender at gamle","hatt.
Det",['hatt'],False,nno
"Idiom:
Det kan vere eit hardt skal kring ein mjuk","Idiom:
Det kan vere eit hardt skal kring ein mjuk kjerne. Her kan du",kjerne,['kjerne'],True,nno
"Idiom:
Det kjem fant av folk og folk av","Idiom:
Det kjem fant av folk og folk av fent.
Ordtaket","fent.
Ordtaket",['fant'],False,nno
"Idiom:
Det ordet som ligg nest hjartet, kjem først i","Idiom:
Det ordet som ligg nest hjartet, kjem først i setninga. Eit",setninga,['munnen'],False,nno
"Idiom:
Det passar ikkje same segl i alle","Idiom:
Det passar ikkje same segl i alle farvatn.
Idiom","farvatn.
Idiom",['båtar'],False,nno
"Idiom:
Det renn mykje vatn mens møllaren","Idiom:
Det renn mykje vatn mens møllaren søv.",søv,['søv'],True,nno
"Idiom:
Det sanne er oftast seinast","Idiom:
Det sanne er oftast seinast – og vi har ikkje",–,['trudd'],False,nno
"Idiom:
Det skal ein sterk rygg til å bere gode","Idiom:
Det skal ein sterk rygg til å bere gode dagar.
I går kom snøen","dagar.
I",['dagar'],False,nno
"Idiom:
Det skal gode ord til å selje dårleg","Idiom:
Det skal gode ord til å selje dårleg vin.
Pascal.
Det","vin.
Pascal.
Det",['vare'],False,nno
"Idiom:
Det skal vere godt gjerde mellom gode","Idiom:
Det skal vere godt gjerde mellom gode grannar.
Far","grannar.
Far",['grannar'],False,nno
"Idiom:
Det som er gjort i dag, det ligg ikkje ugjort i","Idiom:
Det som er gjort i dag, det ligg ikkje ugjort i det tomrommet. Det",det,['morgon'],False,nno
"Idiom:
Det som gagnar er godt","Idiom:
Det som gagnar er godt; det som er gagn",,['nok'],False,nno
"Idiom:
Det som kjem inn med synd, går ut att med","Idiom:
Det som kjem inn med synd, går ut att med skam.
Forsvarar ikkje","skam.
Forsvarar",['sorg'],False,nno
"Idiom:
Det står ikkje tre så fast, at det ei kan","Idiom:
Det står ikkje tre så fast, at det ei kan rikke.
Strande","rikke.
Strande",['falle'],False,nno
"Idiom:
Det treet bøyer seg djupast, som ber mest","Idiom:
Det treet bøyer seg djupast, som ber mest frukt. Og det er",frukt,['frukt'],True,nno
"Idiom:
Det trivst ikkje mus i matlaust","Idiom:
Det trivst ikkje mus i matlaust hus.
Kvar fugl syn","hus.
Kvar",['hus'],False,nno
"Idiom:
Det veks ikkje tre så høgt som til","Idiom:
Det veks ikkje tre så høgt som til himmels for ingenting.
",himmels,['himmels'],True,nno
"Idiom:
Det vert ingen kjærleik utan","Idiom:
Det vert ingen kjærleik utan tvang! Det har ho",tvang,['kjennskap'],False,nno
"Idiom:
Det vert ingen siger utan","Idiom:
Det vert ingen siger utan sak!
Semikol","sak!
Semikol",['strid'],False,nno
"Idiom:
Det vert sjeldan uår i alle","Idiom:
Det vert sjeldan uår i alle lei. Døme",lei,['land'],False,nno
"Idiom:
Det vonde kjem snart i","Idiom:
Det vonde kjem snart i vegen?",vegen,['vane'],False,nno
"Idiom:
Djupe dalar har liten","Idiom:
Djupe dalar har liten botn; mange bot",botn,['himmel'],False,nno
"Idiom:
Drukken talar det udrukken","Idiom:
Drukken talar det udrukken såg, udrukken",såg,['tenkjer'],False,nno
"Idiom:
Drukken trivst mellom drukne","Idiom:
Drukken trivst mellom drukne.
som ikkje er full","
som",['best'],False,nno
"Idiom:
Du bit ikkje den handa som gjev deg","Idiom:
Du bit ikkje den handa som gjev deg mat!
Denne faste vend","mat!
Denne",['mat'],False,nno
"Idiom:
Døden lyt no ei årsak","Idiom:
Døden lyt no ei årsak ha, anten i hj",ha,['ha'],True,nno
"Idiom:
Døden spør ikkje stort etter","Idiom:
Døden spør ikkje stort etter åtferd: Han er",åtferd,['alderen'],False,nno
"Idiom:
Ei god helse er betre enn","Idiom:
Ei god helse er betre enn helse i kvar bidige",helse,['rikdom'],False,nno
"Idiom:
Ei lita gjer mykje medan ei stor snur seg","Idiom:
Ei lita gjer mykje medan ei stor snur seg.
Asymmetri","
Asymmetri",['rundt'],False,nno
"Idiom:
Ei lita gryte kan og koke","Idiom:
Ei lita gryte kan og koke over.
La det ikke gå","over.
La",['mat'],False,nno
"Idiom:
Ei lita hand kan gje stor","Idiom:
Ei lita hand kan gje stor lukke!
'Idi","lukke!
'Idi",['hjelp'],False,nno
"Idiom:
Ei rik enkje slepp å sørgje","Idiom:
Ei rik enkje slepp å sørgje over at ho ikkje kan",over,['lenge'],False,nno
"Idiom:
Ei ulukke kjem sjeldan","Idiom:
Ei ulukke kjem sjeldan åleine.",åleine,['åleine'],True,nno
"Idiom:
Ein arv er snart","Idiom:
Ein arv er snart oppbrukt når det",oppbrukt,['oppeten'],False,nno
"Idiom:
Ein ber ikkje betre børa enn mykje","Idiom:
Ein ber ikkje betre børa enn mykje anten ein ber ho",anten,['vett'],False,nno
"Idiom:
Ein drope er ingen","Idiom:
Ein drope er ingen sprukken, men ein",sprukken,['drikk'],False,nno
"Idiom:
Ein fager kveld spår ein fager","Idiom:
Ein fager kveld spår ein fager kveld.
Idiom:
","kveld.
Idiom",['morgon'],False,nno
"Idiom:
Ein fangar fisk med agn og folk med fagre","Idiom:
Ein fangar fisk med agn og folk med fagre ord.
Ein er ikkje","ord.
Ein",['ord'],False,nno
"Idiom:
Ein finn stundom ein venn imellom sine","Idiom:
Ein finn stundom ein venn imellom sine fiendar, men ofte",fiendar,['uvenner'],False,nno
"Idiom:
Ein får bruke det vitet ein har","Idiom:
Ein får bruke det vitet ein har!
Idiom:
Menn","
Idiom:
Menn",['fått'],False,nno
"Idiom:
Ein får bøye kvisten medan han er","Idiom:
Ein får bøye kvisten medan han er fersk. Eit anna",fersk,['ung'],False,nno
