category,prompt,generated_text,predicted_token,target_token,correct_prediction
gram1-adjektiv-til-adverb,#hel# er for #helt# som #fæl# er for #,#hel# er for #helt# som #fæl# er for #felt# i #p,felt,fælt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #sannsynlig# er for #,#hel# er for #helt# som #sannsynlig# er for #sannsynligvis#,sannsynligvis,sannsynligvis,True
gram1-adjektiv-til-adverb,#hel# er for #helt# som #naturlig# er for #,"#hel# er for #helt# som #naturlig# er for #plante#, #",plante,naturligvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #munter# er for #,#hel# er for #helt# som #munter# er for #mørk#. Man,mørk,muntert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #heldig# er for #,#effektiv# er for #effektivt# som #heldig# er for #heldige#. Denne,heldige,heldigvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #fri# er for #,#effektiv# er for #effektivt# som #fri# er for #fritt# og #t,fritt,fritt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #umiddelbar# er for #,#effektiv# er for #effektivt# som #umiddelbar# er for #umiddelbart# som,umiddelbart,umiddelbart,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #sjelden# er for #,#effektiv# er for #effektivt# som #sjelden# er for #sjeldenheter#,sjeldenheter,sjeldent,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #åpenbar# er for #,#effektiv# er for #effektivt# som #åpenbar# er for #åpenbarlig#,åpenbarlig,åpenbart,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #mulig# er for #,#effektiv# er for #effektivt# som #mulig# er for #mulig#. Og,mulig,muligens,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #presis# er for #,#effektiv# er for #effektivt# som #presis# er for #preciso# som,preciso,presist,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #profesjonell# er for #,"#effektiv# er for #effektivt# som #profesjonell# er for #profesjonell#,",profesjonell,profesjonelt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #rask# er for #,#effektiv# er for #effektivt# som #rask# er for #snart#. #,snart,raskt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #trygg# er for #,#effektiv# er for #effektivt# som #trygg# er for #tryggt# Jeg,tryggt,trygt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #langsom# er for #,#effektiv# er for #effektivt# som #langsom# er for #langsomt# som #,langsomt,langsomt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #kjapp# er for #,#effektiv# er for #effektivt# som #kjapp# er for #snap#. K,snap,kjapt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #uheldig# er for #,#effektiv# er for #effektivt# som #uheldig# er for #uhell# - Hans,uhell,uheldigvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #vanlig# er for #,#effektiv# er for #effektivt# som #vanlig# er for #vanlig# som #norm,vanlig,vanligvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #nødvendig# er for #,#effektiv# er for #effektivt# som #nødvendig# er for #nedvendig# #k,nedvendig,nødvendigvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #aktiv# er for #,#effektiv# er for #effektivt# som #aktiv# er for #aktiv# og #e,aktiv,aktivt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #bitter# er for #,#effektiv# er for #effektivt# som #bitter# er for #gammelt# og,gammelt,bittert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #fin# er for #,"#effektiv# er for #effektivt# som #fin# er for #fine#
—","fine#
—",fint,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #tilfeldig# er for #,#effektiv# er for #effektivt# som #tilfeldig# er for #tilfeldig# .,tilfeldig,tilfeldigvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #normal# er for #,#effektiv# er for #effektivt# som #normal# er for #ordinær#! –,ordinær,normalt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #sikker# er for #,#effektiv# er for #effektivt# som #sikker# er for #sikkert#. |,sikkert,sikkert,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #spesiell# er for #,#effektiv# er for #effektivt# som #spesiell# er for #spessiell#.,spessiell,spesielt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #vakker# er for #,#effektiv# er for #effektivt# som #vakker# er for #stygt#.,stygt,vakkert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #unormal# er for #,#effektiv# er for #effektivt# som #unormal# er for #unaturlig# som,unaturlig,unormalt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #kriminell# er for #,#effektiv# er for #effektivt# som #kriminell# er for #kriminelt#!,kriminelt,kriminelt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #grov# er for #,"#effektiv# er for #effektivt# som #grov# er for #grove#
#effekt","grove#
#effekt",grovt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #fæl# er for #,#effektiv# er for #effektivt# som #fæl# er for #fælt#. #,fælt,fælt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #sannsynlig# er for #,"#effektiv# er for #effektivt# som #sannsynlig# er for #sanne# som
#",sanne,sannsynligvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #naturlig# er for #,#effektiv# er for #effektivt# som #naturlig# er for #naturlig# -,naturlig,naturligvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #munter# er for #,#effektiv# er for #effektivt# som #munter# er for #morsk# og #,morsk,muntert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #hel# er for #,"#effektiv# er for #effektivt# som #hel# er for #helhetlig#,",helhetlig,helt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #fri# er for #,"#heldig# er for #heldigvis# som #fri# er for #fengsel#
-","fengsel#
",fritt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #umiddelbar# er for #,#heldig# er for #heldigvis# som #umiddelbar# er for #uvitende# er,uvitende,umiddelbart,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #sjelden# er for #,#heldig# er for #heldigvis# som #sjelden# er for #sjarmere# meg.,sjarmere,sjeldent,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #åpenbar# er for #,#heldig# er for #heldigvis# som #åpenbar# er for #sannheten# og,sannheten,åpenbart,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #mulig# er for #,#heldig# er for #heldigvis# som #mulig# er for #mest#. Det har,mest,muligens,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #presis# er for #,#heldig# er for #heldigvis# som #presis# er for #presis#.,presis,presist,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #profesjonell# er for #,#heldig# er for #heldigvis# som #profesjonell# er for #flink#.,flink,profesjonelt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #rask# er for #,#heldig# er for #heldigvis# som #rask# er for #frisk#.,frisk,raskt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #trygg# er for #,#heldig# er for #heldigvis# som #trygg# er for #sikker# eller #for,sikker,trygt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #langsom# er for #,#heldig# er for #heldigvis# som #langsom# er for #fort# er #t,fort,langsomt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #kjapp# er for #,#heldig# er for #heldigvis# som #kjapp# er for #rask# som #k,rask,kjapt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #uheldig# er for #,#heldig# er for #heldigvis# som #uheldig# er for #dessverre# er,dessverre,uheldigvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #vanlig# er for #,#heldig# er for #heldigvis# som #vanlig# er for #heldigst#!,heldigst,vanligvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #nødvendig# er for #,#heldig# er for #heldigvis# som #nødvendig# er for #skremmende.,skremmende,nødvendigvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #aktiv# er for #,"#heldig# er for #heldigvis# som #aktiv# er for #deaktive#, eller",deaktive,aktivt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #bitter# er for #,#heldig# er for #heldigvis# som #bitter# er for #bittersøtt#,bittersøtt,bittert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #fin# er for #,"#heldig# er for #heldigvis# som #fin# er for #full#
#heldig","full#
#heldig",fint,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #tilfeldig# er for #,"#heldig# er for #heldigvis# som #tilfeldig# er for #ved#
#som#","ved#
#som",tilfeldigvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #normal# er for #,#heldig# er for #heldigvis# som #normal# er for #vanligvis#. Alle,vanligvis,normalt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #sikker# er for #,#heldig# er for #heldigvis# som #sikker# er for #sanne#. Hva,sanne,sikkert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #spesiell# er for #,#heldig# er for #heldigvis# som #spesiell# er for #vanlig#.,vanlig,spesielt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #vakker# er for #,#heldig# er for #heldigvis# som #vakker# er for #dum# #s,dum,vakkert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #unormal# er for #,#heldig# er for #heldigvis# som #unormal# er for #abnorm#. En,abnorm,unormalt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #kriminell# er for #,#heldig# er for #heldigvis# som #kriminell# er for #straffeattest#.,straffeattest,kriminelt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #grov# er for #,"#heldig# er for #heldigvis# som #grov# er for #grønne#
#h","grønne#
#h",grovt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #fæl# er for #,#heldig# er for #heldigvis# som #fæl# er for #fryktelig#.,fryktelig,fælt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #sannsynlig# er for #,#heldig# er for #heldigvis# som #sannsynlig# er for #vakker# er for,vakker,sannsynligvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #naturlig# er for #,#heldig# er for #heldigvis# som #naturlig# er for #hverdag#. #,hverdag,naturligvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #munter# er for #,#heldig# er for #heldigvis# som #munter# er for #gammel# #til,gammel,muntert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #hel# er for #,#heldig# er for #heldigvis# som #hel# er for #skallet# og får,skallet,helt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #effektiv# er for #,#heldig# er for #heldigvis# som #effektiv# er for #kjapp#. Det,kjapp,effektivt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #umiddelbar# er for #,#fri# er for #fritt# som #umiddelbar# er for #øyeblikkelig#,øyeblikkelig,umiddelbart,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #sjelden# er for #,"#fri# er for #fritt# som #sjelden# er for #stundom#,",stundom,sjeldent,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #åpenbar# er for #,#fri# er for #fritt# som #åpenbar# er for #naturlig#.,naturlig,åpenbart,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #mulig# er for #,#fri# er for #fritt# som #mulig# er for #mulegt# som er,mulegt,muligens,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #presis# er for #,"#fri# er for #fritt# som #presis# er for #presis#.
",presis,presist,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #profesjonell# er for #,"#fri# er for #fritt# som #profesjonell# er for #proff#, og",proff,profesjonelt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #rask# er for #,#fri# er for #fritt# som #rask# er for #rask#. Det er,rask,raskt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #trygg# er for #,#fri# er for #fritt# som #trygg# er for #trygg# og for,trygg,trygt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #langsom# er for #,#fri# er for #fritt# som #langsom# er for #langsomt#. Det,langsomt,langsomt,True
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #kjapp# er for #,#fri# er for #fritt# som #kjapp# er for #kjapt#. Og,kjapt,kjapt,True
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #uheldig# er for #,"#fri# er for #fritt# som #uheldig# er for #uhell#
#FR","uhell#
#FR",uheldigvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #vanlig# er for #,#fri# er for #fritt# som #vanlig# er for #dop# som #,dop,vanligvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #nødvendig# er for #,#fri# er for #fritt# som #nødvendig# er for #nødvendig# med,nødvendig,nødvendigvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #aktiv# er for #,#fri# er for #fritt# som #aktiv# er for #aktivitet#: Vi må,aktivitet,aktivt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #bitter# er for #,"#fri# er for #fritt# som #bitter# er for #giftig#.
#f","giftig#.
#f",bittert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #fin# er for #,"#fri# er for #fritt# som #fin# er for #fint#.
\","fint#.
",fint,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #tilfeldig# er for #,#fri# er for #fritt# som #tilfeldig# er for #tulling#.,tulling,tilfeldigvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #normal# er for #,#fri# er for #fritt# som #normal# er for #naturlig#.,naturlig,normalt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #sikker# er for #,#fri# er for #fritt# som #sikker# er for #sik•kert#,sik•kert,sikkert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #spesiell# er for #,#fri# er for #fritt# som #spesiell# er for #spesi#lt#,spesi#lt,spesielt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #vakker# er for #,#fri# er for #fritt# som #vakker# er for #vakre#. Derfor,vakre,vakkert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #unormal# er for #,#fri# er for #fritt# som #unormal# er for #unaturlig#.,unaturlig,unormalt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #kriminell# er for #,"#fri# er for #fritt# som #kriminell# er for #gjerningsperson#,",gjerningsperson,kriminelt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #grov# er for #,#fri# er for #fritt# som #grov# er for #gruv# ,gruv,grovt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #fæl# er for #,#fri# er for #fritt# som #fæl# er for #fælt#. Eller,fælt,fælt,True
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #sannsynlig# er for #,#fri# er for #fritt# som #sannsynlig# er for #sant# og #,sant,sannsynligvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #naturlig# er for #,#fri# er for #fritt# som #naturlig# er for #nature#. #,nature,naturligvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #munter# er for #,#fri# er for #fritt# som #munter# er for #munter# som #,munter,muntert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #hel# er for #,#fri# er for #fritt# som #hel# er for #helt#. #,helt,helt,True
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #effektiv# er for #,#fri# er for #fritt# som #effektiv# er for #effektiv# og #,effektiv,effektivt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #heldig# er for #,#fri# er for #fritt# som #heldig# er for #helvetes#,helvetes,heldigvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #sjelden# er for #,"#umiddelbar# er for #umiddelbart# som #sjelden# er for #sjeldent#
#","sjeldent#
",sjeldent,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #åpenbar# er for #,#umiddelbar# er for #umiddelbart# som #åpenbar# er for #åpenbart# .,åpenbart,åpenbart,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #mulig# er for #,#umiddelbar# er for #umiddelbart# som #mulig# er for #umulig#. Når,umulig,muligens,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #presis# er for #,#umiddelbar# er for #umiddelbart# som #presis# er for #presis# og,presis,presist,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #profesjonell# er for #,#umiddelbar# er for #umiddelbart# som #profesjonell# er for #amatører# | K,amatører,profesjonelt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #rask# er for #,#umiddelbar# er for #umiddelbart# som #rask# er for #raskt#. Det,raskt,raskt,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #trygg# er for #,#umiddelbar# er for #umiddelbart# som #trygg# er for #tryggthet. #,tryggthet,trygt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #langsom# er for #,"#umiddelbar# er for #umiddelbart# som #langsom# er for #langsom#, og",langsom,langsomt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #kjapp# er for #,#umiddelbar# er for #umiddelbart# som #kjapp# er for #raskt#. #,raskt,kjapt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #uheldig# er for #,#umiddelbar# er for #umiddelbart# som #uheldig# er for #uheldige#. ,uheldige,uheldigvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #vanlig# er for #,"#umiddelbar# er for #umiddelbart# som #vanlig# er for #vanlig#
#what","vanlig#
#what",vanligvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #nødvendig# er for #,#umiddelbar# er for #umiddelbart# som #nødvendig# er for #større# saker av,større,nødvendigvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #aktiv# er for #,#umiddelbar# er for #umiddelbart# som #aktiv# er for #aktiv# — the un,aktiv,aktivt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #bitter# er for #,#umiddelbar# er for #umiddelbart# som #bitter# er for #bittert#.,bittert,bittert,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #fin# er for #,#umiddelbar# er for #umiddelbart# som #fin# er for #fint# | Computer,fint,fint,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #tilfeldig# er for #,"#umiddelbar# er for #umiddelbart# som #tilfeldig# er for #tilfeldig#
#","tilfeldig#
",tilfeldigvis,False
