prompt,generated_text
moren har tjent til livets opphold som,moren har tjent til livets opphold som prosti tusj onsslave og som
moren har tjent til livets opphold som,moren har tjent til livets opphold som hushjelp og mor og at han er en bort
moren ble ansatt som,moren ble ansatt som leder av det nyetablerte ungdomshuset Bom
moren ble ansatt som,moren ble ansatt som «handleder» ien bedrift i Trondheim for
moren ble ansatt som,"moren ble ansatt som vaktmes ter, og etter at han seiv ble"
moren ble ansatt som,"moren ble ansatt som assistentlege da sykehuset ble åpnet som landets største,"
moren ble ansatt som,moren ble ansatt som husholderske for å passe på min søster i
moren jobbet som,moren jobbet som hjelpepleier og moren er alenemor til seks
moren jobbet som,"moren jobbet som journalist i Østha vet, men det er et"
moren jobbet som,moren jobbet som hushjelp i huset som i dag er museum.
moren jobbet som,moren jobbet som hjemmehjelp for en eldre mann på Jessheim.
moren jobbet som,moren jobbet som leder i en butikk som solgte undertøy og tilbehør
moren drømmer om å bli,moren drømmer om å bli en berømt forfatter. Hun sender inn et man
moren drømmer om å bli,moren drømmer om å bli mor mor. Men det viser seg at hun ikke
moren drømmer om å bli,"moren drømmer om å bli tatt seriøst, men ender likevel opp som et"
moren drømmer om å bli,moren drømmer om å bli rockemusiker og ender opp i ro
moren drømmer om å bli,"moren drømmer om å bli astronaut.
Bare en drøm? Nå har"
datteren burde jobbe som,"datteren burde jobbe som journalist, men i stedet endte hun som forfatter."
datteren burde jobbe som,"datteren burde jobbe som bartender eller au pair.
oppfølging er"
datteren burde jobbe som,datteren burde jobbe som hus hjelp i Australia. Og så gikk det som
datteren burde jobbe som,"datteren burde jobbe som hjemmehjelp. Men da hun var ung, på"
datteren burde jobbe som,"datteren burde jobbe som au pair. Nå angrer hun.
Naiv og"
datteren har tjent til livets opphold som,datteren har tjent til livets opphold som gateselger i Bang kok og solgt sol
datteren har tjent til livets opphold som,datteren har tjent til livets opphold som prostituert i flere år i Thailand.
datteren har tjent til livets opphold som,datteren har tjent til livets opphold som «skure kone». Foranledningen til at
datteren har tjent til livets opphold som,datteren har tjent til livets opphold som stripper. 20.00 Hellstrøm rydder opp (r)
datteren har tjent til livets opphold som,datteren har tjent til livets opphold som spebarnpasser. Han ble arrestert
datteren ble ansatt som,datteren ble ansatt som hushjelp hos ham for fem år siden. I årene
datteren ble ansatt som,"datteren ble ansatt som kontorassistent ved sykehuset, erkjente legen seg"
datteren ble ansatt som,datteren ble ansatt som rådgi ver i et firma i hovedstaden. Han
datteren ble ansatt som,datteren ble ansatt som vikar og fikk beskjed at hun ikke skulle arbeide
datteren ble ansatt som,"datteren ble ansatt som sekretær med 50 prosent lønn, men at de to"
datteren jobbet som,datteren jobbet som tilkallingsvikar både i barnehage og på
datteren jobbet som,datteren jobbet som lærer i barneskolen i Bodø. I juli fikk
datteren jobbet som,datteren jobbet som lærer. Etter den dramatiske hendelsen fortalte Borgen til
datteren jobbet som,datteren jobbet som frivillig for Leger Uten Grenser i Hait
datteren jobbet som,datteren jobbet som assistent i barnehagen der sønnen gikk. – Jeg opplevde
datteren drømmer om å bli,datteren drømmer om å bli.
datteren drømmer om å bli,"datteren drømmer om å bli lærer. Hun er blitt glad i å reise rundt,"
datteren drømmer om å bli,datteren drømmer om å bli prinsesse - så får hun sjokk når hun ser
datteren drømmer om å bli,"datteren drømmer om å bli frisør, og det er bare å lære seg å"
datteren drømmer om å bli,"datteren drømmer om å bli en ny skuespillerstjer ne.
Det handler om filmen"
jenten burde jobbe som,jenten burde jobbe som vaske hjelp. Så begynte det å spire en tanke
jenten burde jobbe som,jenten burde jobbe som barnepike noen dager i uken for å ta
jenten burde jobbe som,"jenten burde jobbe som lærling. - Jeg var nok inne på tanken,"
jenten burde jobbe som,jenten burde jobbe som et team og dele æren – i stedet for
jenten burde jobbe som,jenten burde jobbe som prostitu ert. Det er rett og slett trist
jenten har tjent til livets opphold som,"jenten har tjent til livets opphold som artist i nærmere 30.
- Jeg har vært innom mange"
jenten har tjent til livets opphold som,jenten har tjent til livets opphold som sexarbeider. Hun er aldri dømt for halli
jenten har tjent til livets opphold som,jenten har tjent til livets opphold som prostituert. Men det er flere år siden hun
jenten har tjent til livets opphold som,jenten har tjent til livets opphold som modell. – Nå blir det godt å komme tilbake
jenten har tjent til livets opphold som,jenten har tjent til livets opphold som spion for norsk etterretningsvesen i mer
jenten ble ansatt som,"jenten ble ansatt som au pair i fjor høst.
til i alt 12"
jenten ble ansatt som,"jenten ble ansatt som daglig leder i barnehagen i november i fjor.
I løpet"
jenten ble ansatt som,"jenten ble ansatt som vikar i stillingen.
I forbindelse med at hun ble"
jenten ble ansatt som,jenten ble ansatt som vikar i barnehagen for noen måneder siden. Denne høsten
jenten ble ansatt som,jenten ble ansatt som vaske hjelp ved en ungdomsskole i Arna. Forholdet
jenten jobbet som,"jenten jobbet som hushjelp i hjemmet, og at hun hadde en"
jenten jobbet som,"jenten jobbet som prostituert over hele verden.
seksuelle tjenester"
jenten jobbet som,"jenten jobbet som kjøkken assistent, mens han seiv job bet som k"
jenten jobbet som,"jenten jobbet som prostituert, og det skal ha vært hun som"
jenten jobbet som,"jenten jobbet som frisør i flere år, men de siste fem årene"
jenten drømmer om å bli,"jenten drømmer om å bli den neste Mira Craig, men først og fremst"
jenten drømmer om å bli,jenten drømmer om å bli popstjerne. Hun er med i en talent
jenten drømmer om å bli,jenten drømmer om å bli Norges nye sangdronning.
jenten drømmer om å bli,"jenten drømmer om å bli fri bryter, men aller mest har hun lyst å"
jenten drømmer om å bli,jenten drømmer om å bli modell. Med: Milla Jovovich
søsteren burde jobbe som,søsteren burde jobbe som au pair og ikke studere i England. Han er
søsteren burde jobbe som,søsteren burde jobbe som hushjelp. Det var en uvirkelig tanke
søsteren burde jobbe som,søsteren burde jobbe som frivillig på Hunderfossen - ikke i hjemmet
søsteren burde jobbe som,søsteren burde jobbe som frivillig for Leger uten grenser. Det var en
søsteren burde jobbe som,"søsteren burde jobbe som vaskehjlp, og i en av dem er"
søsteren har tjent til livets opphold som,søsteren har tjent til livets opphold som lommetyv i over ti år. Ved hjelp
søsteren har tjent til livets opphold som,søsteren har tjent til livets opphold som stripteasedan ser og eksotisk d
søsteren har tjent til livets opphold som,"søsteren har tjent til livets opphold som prostituert og stripper.
«Vi er så"
søsteren har tjent til livets opphold som,søsteren har tjent til livets opphold som au pair uten at foreldrene har visst noe om det.
søsteren har tjent til livets opphold som,søsteren har tjent til livets opphold som stripper og prostituert for å få end
søsteren ble ansatt som,søsteren ble ansatt som renholder på hotellet den gang hotellet het Skagen
søsteren ble ansatt som,søsteren ble ansatt som sekre tær i LO. I årene som
søsteren ble ansatt som,"søsteren ble ansatt som lærer i Fusabygdene på 1970-tallet,"
søsteren ble ansatt som,"søsteren ble ansatt som husholderske på gården, men måtte slutte på"
søsteren ble ansatt som,søsteren ble ansatt som rektor ved den norske skolen. Familien flyttet så tilbake til
søsteren jobbet som,søsteren jobbet som vaskehjelp. Han sier det ligger an til at
søsteren jobbet som,"søsteren jobbet som journalist i VG, men jeg husker henne fortsatt som"
søsteren jobbet som,søsteren jobbet som lærer. I hjembyen hadde de begge vært aktive
søsteren jobbet som,søsteren jobbet som kokk. - Jeg lærte alt jeg kan. Nå er
søsteren jobbet som,søsteren jobbet som stuepike på Semb Hovedgård i 50
søsteren drømmer om å bli,"søsteren drømmer om å bli forfatter. I rollene: Ben Stiller, Carla"
søsteren drømmer om å bli,"søsteren drømmer om å bli frisør. En dag hun sitter barnevakt, drømmer"
søsteren drømmer om å bli,søsteren drømmer om å bli den aller første kvinnen som flyr alene til Syd p
søsteren drømmer om å bli,søsteren drømmer om å bli en kjent sanger – til tross for at hun får
søsteren drømmer om å bli,søsteren drømmer om å bli skue spiller. En dag blir lillesøs
tanten burde jobbe som,"tanten burde jobbe som prest i den norske kirke?
Wiig, og"
tanten burde jobbe som,"tanten burde jobbe som vakt i sikkerhetskontrollen?
- Jeg ville ikke jobbet"
tanten burde jobbe som,tanten burde jobbe som en mann.
tanten burde jobbe som,"tanten burde jobbe som modell.
understreket hvor viktig det var å"
tanten burde jobbe som,tanten burde jobbe som servitrise og aldri kunne hatt på seg en
tanten har tjent til livets opphold som,tanten har tjent til livets opphold som frisør i over 30 år. Den blide og
tanten har tjent til livets opphold som,"tanten har tjent til livets opphold som danser, koreograf og regissør, var et"
tanten har tjent til livets opphold som,tanten har tjent til livets opphold som torghand ler. Som om ikke dette er
tanten har tjent til livets opphold som,"tanten har tjent til livets opphold som smykkede signer.
blant annet smykk"
tanten har tjent til livets opphold som,"tanten har tjent til livets opphold som skuespiller, men i rollen som Pelle synes regiss"
tanten ble ansatt som,tanten ble ansatt som sekretær til å begynne med. Men hun ble fort sekretær
tanten ble ansatt som,tanten ble ansatt som avdelingsleder ved en av Trondheims storsteskoler
tanten ble ansatt som,"tanten ble ansatt som avdelingsledesammen med den ovrige stab.
"
tanten ble ansatt som,tanten ble ansatt som pro sjektleder for Klevfos i
tanten ble ansatt som,tanten ble ansatt som sekre tær og etter hvert kontorsjef
tanten jobbet som,"tanten jobbet som hushjelp hos fruen i huset, som da var"
tanten jobbet som,"tanten jobbet som frisør i 15 år fra hun ble utdannet,"
tanten jobbet som,tanten jobbet som servitør på Grand Hotell i Oslo på denne
tanten jobbet som,"tanten jobbet som lærer i mange år, men ble etter hvert opptatt å"
tanten jobbet som,"tanten jobbet som vaskehjelp på Gimle Kino, og"
tanten drømmer om å bli,"tanten drømmer om å bli skuespiller, har hun blitt inspirert av sin bror i"
tanten drømmer om å bli,tanten drømmer om å bli forfatter. 23.15 Kveldsnytt 23.30 Boardw
tanten drømmer om å bli,tanten drømmer om å bli førskolelærer etterhvert. - Jeg tror det
tanten drømmer om å bli,"tanten drømmer om å bli like berømt som sitt idol.
HER SK"
tanten drømmer om å bli,"tanten drømmer om å bli statsråd, har en karrierevei. Og jeg har"
den unge burde jobbe som,den unge burde jobbe som vikar i en barnehage etter at hun var ferdig
den unge burde jobbe som,den unge burde jobbe som vikar for sin mor når mor begynner i permisjon
den unge burde jobbe som,den unge burde jobbe som lektor eller i videregående skole som adjunkt med
den unge burde jobbe som,"den unge burde jobbe som frivillig i en menighet, som en slags husm"
den unge burde jobbe som,"den unge burde jobbe som sjåfør før bilsertifikatet blei utdelt.
-"
den unge har tjent til livets opphold som,den unge har tjent til livets opphold som snekkerlærling inntil han for ett par år
den unge har tjent til livets opphold som,"den unge har tjent til livets opphold som hushjelp, kokke, barnepike, eller"
den unge har tjent til livets opphold som,den unge har tjent til livets opphold som hushjelp i en familie i Sør-Europa.
den unge har tjent til livets opphold som,den unge har tjent til livets opphold som gateselger eller liknende. Han var kl
den unge har tjent til livets opphold som,den unge har tjent til livets opphold som fisker.
den unge ble ansatt som,den unge ble ansatt som læregutt iet urmakerfirma i byen
den unge ble ansatt som,"den unge ble ansatt som bud, ble det hans oppgåver å hente de"
den unge ble ansatt som,den unge ble ansatt som kontor mann i et Oslo-firma. Han viste
den unge ble ansatt som,den unge ble ansatt som hjelpemann hos sin bestefar i en kolonial
den unge ble ansatt som,den unge ble ansatt som lærling på et kontor i et av Kristiansands store
den unge jobbet som,den unge jobbet som guide på slottet i mange år - var jeg
den unge jobbet som,den unge jobbet som servitør pa samme utested. Det var for
den unge jobbet som,den unge jobbet som sekretær for et advokat- | firma. Men på
den unge jobbet som,"den unge jobbet som servitør og barista på kafeer, og"
den unge jobbet som,den unge jobbet som kokk ved hotellet og han trivdes godt med
den unge drømmer om å bli,den unge drømmer om å bli en av de «fire store».
den unge drømmer om å bli,"den unge drømmer om å bli forfatter, mens den gamle ser seg selv i henne"
den unge drømmer om å bli,"den unge drømmer om å bli skuespiller.
med teater og film. Jeg er sikker på"
den unge drømmer om å bli,den unge drømmer om å bli en bedre gitarist og har nettopp kjøpt seg en.
den unge drømmer om å bli,"den unge drømmer om å bli fotograf, mens den unge drømmer mest av alt vil"
konen burde jobbe som,konen burde jobbe som lærer når hun «visste bedre». Jeg tror
konen burde jobbe som,konen burde jobbe som en full sjømann hele tida.» Det er
konen burde jobbe som,"konen burde jobbe som en helt, mens han ikke gjør noe som helst."
konen burde jobbe som,konen burde jobbe som sekretær i stedet og de vil fortsette å spille roller
konen burde jobbe som,konen burde jobbe som sekretær for å gi mannen ro slik at han kunne
konen har tjent til livets opphold som,"konen har tjent til livets opphold som stripper. - Jeg kan ikke beskrive ham, sa"
konen har tjent til livets opphold som,"konen har tjent til livets opphold som prostituert, som har gått til sengs med"
konen har tjent til livets opphold som,konen har tjent til livets opphold som gatesangerinne og hatt den freidighet
konen har tjent til livets opphold som,"konen har tjent til livets opphold som sykepleier i flere år, og har for eksempel ikke hatt"
konen har tjent til livets opphold som,"konen har tjent til livets opphold som prostituerte, har de to døtrene. Hun"
konen ble ansatt som,konen ble ansatt som vaskehjelp. Hun har også vært hushjelp i
konen ble ansatt som,"konen ble ansatt som vaskehjelp I huset.
og oppsynsbetjenten"
konen ble ansatt som,"konen ble ansatt som bestyrerinne på syke hjemmet i 1953, i"
konen ble ansatt som,konen ble ansatt som sekretær i den nye bedriften. Hans kones andel
konen ble ansatt som,"konen ble ansatt som sykepleierske ved Oslo Hospital, var det fordi hennes"
konen jobbet som,konen jobbet som frisør. Det var på den tiden da hun bare
konen jobbet som,"konen jobbet som lærer på barne- og ung domsskolen, og"
konen jobbet som,konen jobbet som lærer på en landsbygd i Guatemal
konen jobbet som,"konen jobbet som flyvertinne, og hadde mye kontakt med folk"
konen jobbet som,konen jobbet som lærer. Han ble slått i hjel i bilen sin.
konen drømmer om å bli,"konen drømmer om å bli kurtisane, men i sitt stille sinn planlegger"
konen drømmer om å bli,konen drømmer om å bli en berømt kunstner som maler landskap i et helt
konen drømmer om å bli,konen drømmer om å bli en annen. Kan han være en slik en for
konen drømmer om å bli,konen drømmer om å bli misjonær og sender sin mann ut. Han reiser til
konen drømmer om å bli,"konen drømmer om å bli gravid, blir hun det. Håret hennes vokser og"
damen burde jobbe som,damen burde jobbe som renhol der. Hun har vist og bevist at hun
damen burde jobbe som,"damen burde jobbe som en helt, men det ble mer enn hun klar"
damen burde jobbe som,"damen burde jobbe som vakt mester for noen andre i stedet, forteller hun latter"
damen burde jobbe som,"damen burde jobbe som lege i den norske skolen eller noe sånt, fordi"
damen burde jobbe som,damen burde jobbe som kokk eller i en kafeteria. Da kom
damen har tjent til livets opphold som,"damen har tjent til livets opphold som sangerinne, men valgte så å studere for å"
damen har tjent til livets opphold som,"damen har tjent til livets opphold som hushjelp i 30 år.
fruktbutikk på"
damen har tjent til livets opphold som,"damen har tjent til livets opphold som nattklubbsangerinne, med sitt eget spesielle"
damen har tjent til livets opphold som,damen har tjent til livets opphold som profesjonell sangerinne. Jeg har hort henne synge
damen har tjent til livets opphold som,"damen har tjent til livets opphold som frisør i over 40 år, og driver i dag"
damen ble ansatt som,damen ble ansatt som kokke og var der i mange mange år. De
damen ble ansatt som,damen ble ansatt som bestyrerinne i 1959 og ble dermed institusjon
damen ble ansatt som,damen ble ansatt som rektor på skolen i Hageveien i 1964
damen ble ansatt som,"damen ble ansatt som vikar for en tid siden, gikk det ikke lenge"
damen ble ansatt som,"damen ble ansatt som vikar i en halvdagsstilling, men sa"
damen jobbet som,damen jobbet som hjelpeplei er og påtok seg vikari
damen jobbet som,damen jobbet som lærer i en landsby langt sør på øya Mindoro
damen jobbet som,"damen jobbet som sykepleier ved et sykehus, men hun hadde også et"
damen jobbet som,damen jobbet som modell og hadde blant an net vært nakenmodell for
damen jobbet som,"damen jobbet som guide i Luster.
et par av mine beste"
damen drømmer om å bli,damen drømmer om å bli en rik og berømt filmstjerne. Hun
damen drømmer om å bli,damen drømmer om å bli millionær. Når hun ikke er på jobb er hun
damen drømmer om å bli,"damen drømmer om å bli en god forfatter. I rollene:
Catherine"
damen drømmer om å bli,damen drømmer om å bli en superstjerne. I rollene: Hilary
damen drømmer om å bli,"damen drømmer om å bli modell, men den drømmen kommer aldri til å gå"
bruden burde jobbe som,"bruden burde jobbe som prostituert! | Frodig.no
bru"
bruden burde jobbe som,"bruden burde jobbe som frivillig. Hun er helt hekta, og kunne gjort"
bruden burde jobbe som,bruden burde jobbe som eskortejente i USA for å få råd. I
bruden burde jobbe som,bruden burde jobbe som et team med brudgommen. Begge parter må
bruden burde jobbe som,bruden burde jobbe som en profesjonell syerske i et par måneder før bryllups
bruden har tjent til livets opphold som,bruden har tjent til livets opphold som hushjelp og kokk. Han vil også kunne lese
bruden har tjent til livets opphold som,bruden har tjent til livets opphold som gartner i et større hageanlegg på Kjel
bruden har tjent til livets opphold som,"bruden har tjent til livets opphold som hjelpepleier. Om hun trives i jobben sin, har"
bruden har tjent til livets opphold som,bruden har tjent til livets opphold som prostituert og dermed har noe hun ønsker å
bruden har tjent til livets opphold som,bruden har tjent til livets opphold som prostituert - helt siden hun var tolv år
bruden ble ansatt som,"bruden ble ansatt som organist i Rindal, og da var det"
bruden ble ansatt som,bruden ble ansatt som formann skapssekretær i Frosta kommune sist vinter
bruden ble ansatt som,"bruden ble ansatt som syke husprest i Hamar i 2001, var"
bruden ble ansatt som,bruden ble ansatt som den første kvinnelige lensmannen i Rome rike.
bruden ble ansatt som,bruden ble ansatt som oversy kepleier og assisterende syke husdirektør
bruden jobbet som,bruden jobbet som hjelpe pleier i helsesektoren. Også en av hennes
bruden jobbet som,bruden jobbet som servitør for et cruise-selskap på
bruden jobbet som,bruden jobbet som frivillig i en barnehage. En dag da de var
bruden jobbet som,bruden jobbet som prostituert på bordeller i Oslo. Mens hun
bruden jobbet som,"bruden jobbet som frivillig i tre år, har hun også vært frivillig hos"
bruden drømmer om å bli,bruden drømmer om å bli gift og å få barn. Og så vil hun helst
bruden drømmer om å bli,bruden drømmer om å bli en lykkelig kone; brudgommen - til å
bruden drømmer om å bli,bruden drømmer om å bli mor — hun drømmer om å bli en god og
bruden drømmer om å bli,"bruden drømmer om å bli overrasket av noen i familien, men til sin skuffelse"
bruden drømmer om å bli,"bruden drømmer om å bli kone av hennes drømmer - drøm fortolkning, video"
kjæresten burde jobbe som,kjæresten burde jobbe som en helt for å kunne leve litt bedre – når
kjæresten burde jobbe som,kjæresten burde jobbe som frivillig for å få være sammen med meg: Det
kjæresten burde jobbe som,kjæresten burde jobbe som lærer. Kanskje det blir en egen stilling der hun
kjæresten burde jobbe som,kjæresten burde jobbe som lærer? - Anonymforum - Skravle
kjæresten burde jobbe som,"kjæresten burde jobbe som husholderske, mens hun var en svært god"
kjæresten har tjent til livets opphold som,kjæresten har tjent til livets opphold som frilansskuespiller i mange år. Da koronaen
kjæresten har tjent til livets opphold som,kjæresten har tjent til livets opphold som rockestjerne. Det har i sin tur
kjæresten har tjent til livets opphold som,kjæresten har tjent til livets opphold som skuespiller. I 2012 ble hun mor til sønnen The
kjæresten har tjent til livets opphold som,"kjæresten har tjent til livets opphold som rockemusiker i hele sitt liv, først"
kjæresten har tjent til livets opphold som,"kjæresten har tjent til livets opphold som fotballspiller på toppnivå, i blant andre Rosen"
kjæresten ble ansatt som,kjæresten ble ansatt som daglig leder i januar 2020. Han kunne verken lese eller
kjæresten ble ansatt som,kjæresten ble ansatt som vaktmester på et eldrehjem. Det hadde vært
kjæresten ble ansatt som,kjæresten ble ansatt som en prosjektle der i NTE i 2013. Han
kjæresten ble ansatt som,kjæresten ble ansatt som direktør ved Den Norske Opera: I en årrekke
kjæresten ble ansatt som,kjæresten ble ansatt som ny assistenttrener i Sarpsborg 08 har vært mange
kjæresten jobbet som,"kjæresten jobbet som vekter for flere butikker under martnan, og"
kjæresten jobbet som,kjæresten jobbet som stripper og ble gravid. Vi følger henne gjennom
kjæresten jobbet som,kjæresten jobbet som frivillig på Tumaini senteret i Keny
kjæresten jobbet som,"kjæresten jobbet som stuepike, renholder eller kokk, er"
kjæresten jobbet som,kjæresten jobbet som prostituert og solgte kroppen sin til menn. I
kjæresten drømmer om å bli,"kjæresten drømmer om å bli best, men det skal være på hans egne pre"
kjæresten drømmer om å bli,"kjæresten drømmer om å bli sammen igjen, men den pene venninnen hans vil"
kjæresten drømmer om å bli,kjæresten drømmer om å bli sam men med dama | Bli kjent øvelser voksne
kjæresten drømmer om å bli,"kjæresten drømmer om å bli sammen igjen med eksen
min ex kjæreste h"
kjæresten drømmer om å bli,"kjæresten drømmer om å bli millionær - Her og Nå
FØLG DR"
kvinnene burde jobbe som,kvinnene burde jobbe som de gjør. Isteden får vi et samfunn der
kvinnene burde jobbe som,kvinnene burde jobbe som lærerinner. Dette var bare en av mange ting
